,Year,Month,DayofMonth,DayOfWeek,Actual_Shipment_Time,Planned_Shipment_Time,Planned_Delivery_Time,Carrier_Name,Carrier_Num,Planned_TimeofTravel,Shipment_Delay,Source,Destination,Distance,Delivery_Status
1485,2020,1,3,4,923.0,910,1210,WN,327,120,13.0,PHX,SAT,843,0.0
1486,2020,1,3,4,2157.0,2025,2325,WN,796,120,92.0,PHX,SAT,843,1.0
1487,2020,1,3,4,1701.0,1615,1915,WN,2015,120,46.0,PHX,SAT,843,1.0
1488,2020,1,3,4,1231.0,1200,1505,WN,3168,125,31.0,PHX,SAT,843,1.0
1489,2020,1,3,4,1151.0,1150,1705,WN,2808,195,1.0,PHX,SDF,1506,0.0
1490,2020,1,3,4,906.0,850,1105,WN,754,195,16.0,PHX,SEA,1107,1.0
1491,2020,1,3,4,1153.0,1145,1400,WN,1481,195,8.0,PHX,SEA,1107,0.0
1492,2020,1,3,4,2000.0,1935,2145,WN,2361,190,25.0,PHX,SEA,1107,1.0
1493,2020,1,3,4,2138.0,2115,2210,WN,160,115,23.0,PHX,SJC,621,1.0
1494,2020,1,3,4,1850.0,1845,1940,WN,177,115,5.0,PHX,SJC,621,0.0
1495,2020,1,3,4,1004.0,955,1100,WN,502,125,9.0,PHX,SJC,621,0.0
1496,2020,1,3,4,1544.0,1415,1510,WN,2094,115,89.0,PHX,SJC,621,1.0
1497,2020,1,3,4,621.0,625,730,WN,2116,125,-4.0,PHX,SJC,621,0.0
1498,2020,1,3,4,1224.0,1220,1325,WN,2976,125,4.0,PHX,SJC,621,0.0
1499,2020,1,3,4,1343.0,1315,1450,WN,320,95,28.0,PHX,SLC,507,1.0
1500,2020,1,3,4,1915.0,1845,2020,WN,410,95,30.0,PHX,SLC,507,1.0
1501,2020,1,3,4,1059.0,1055,1235,WN,414,100,4.0,PHX,SLC,507,0.0
1502,2020,1,3,4,2218.0,2120,2250,WN,980,90,58.0,PHX,SLC,507,1.0
1503,2020,1,3,4,1454.0,1425,1600,WN,1022,95,29.0,PHX,SLC,507,1.0
1504,2020,1,3,4,902.0,825,1005,WN,1041,100,37.0,PHX,SLC,507,1.0
1505,2020,1,3,4,1733.0,1655,1830,WN,1684,95,38.0,PHX,SLC,507,1.0
1506,2020,1,3,4,621.0,620,800,WN,2551,100,1.0,PHX,SLC,507,0.0
1507,2020,1,3,4,703.0,705,810,WN,162,125,-2.0,PHX,SMF,647,0.0
1508,2020,1,3,4,1036.0,1025,1135,WN,207,130,11.0,PHX,SMF,647,0.0
1509,2020,1,3,4,1245.0,1240,1340,WN,331,120,5.0,PHX,SMF,647,0.0
1510,2020,1,3,4,1555.0,1500,1600,WN,877,120,55.0,PHX,SMF,647,1.0
1511,2020,1,3,4,2315.0,2135,2235,WN,1309,120,100.0,PHX,SMF,647,1.0
1512,2020,1,3,4,1825.0,1810,1910,WN,2453,120,15.0,PHX,SMF,647,0.0
1513,2020,1,3,4,1648.0,1635,1735,WN,3941,120,13.0,PHX,SMF,647,0.0
1514,2020,1,3,4,1148.0,1135,1155,WN,259,80,13.0,PHX,SNA,338,0.0
1515,2020,1,3,4,910.0,915,935,WN,453,80,-5.0,PHX,SNA,338,0.0
1516,2020,1,3,4,2139.0,2135,2150,WN,473,75,4.0,PHX,SNA,338,0.0
1517,2020,1,3,4,706.0,705,720,WN,659,75,1.0,PHX,SNA,338,0.0
1518,2020,1,3,4,1546.0,1515,1530,WN,1413,75,31.0,PHX,SNA,338,1.0
1519,2020,1,3,4,1927.0,1925,1935,WN,2093,70,2.0,PHX,SNA,338,0.0
1520,2020,1,3,4,1729.0,1720,1730,WN,2707,70,9.0,PHX,SNA,338,0.0
1521,2020,1,3,4,1357.0,1330,1345,WN,3501,75,27.0,PHX,SNA,338,1.0
1522,2020,1,3,4,1453.0,1450,1845,WN,752,175,3.0,PHX,STL,1262,0.0
1523,2020,1,3,4,1711.0,1705,2055,WN,868,170,6.0,PHX,STL,1262,0.0
1524,2020,1,3,4,1923.0,1905,2300,WN,958,175,18.0,PHX,STL,1262,1.0
1525,2020,1,3,4,706.0,705,1055,WN,1025,170,1.0,PHX,STL,1262,0.0
1526,2020,1,3,4,1054.0,1055,1450,WN,3333,175,-1.0,PHX,STL,1262,0.0
1527,2020,1,3,4,1003.0,945,1540,WN,243,235,18.0,PHX,TPA,1788,1.0
1528,2020,1,3,4,2207.0,2040,2355,WN,504,135,87.0,PHX,TUL,935,1.0
1529,2020,1,3,4,1409.0,1355,1710,WN,627,135,14.0,PHX,TUL,935,0.0
1530,2020,1,3,4,1011.0,1010,1325,WN,3235,135,1.0,PHX,TUL,935,0.0
1531,2020,1,3,4,709.0,710,805,WN,726,55,-1.0,PIT,BWI,210,0.0
1532,2020,1,3,4,1023.0,1005,1100,WN,1414,55,18.0,PIT,BWI,210,1.0
1533,2020,1,3,4,1936.0,1925,2020,WN,3657,55,11.0,PIT,BWI,210,0.0
1534,2020,1,3,4,1710.0,1645,1840,WN,94,295,25.0,PIT,LAS,1910,1.0
1535,2020,1,3,4,823.0,820,1015,WN,3833,295,3.0,PIT,LAS,1910,0.0
1536,2020,1,3,4,716.0,720,945,WN,987,145,-4.0,PIT,MCO,834,0.0
1537,2020,1,3,4,1234.0,1235,1455,WN,2560,140,-1.0,PIT,MCO,834,0.0
1538,2020,1,3,4,2047.0,2010,2225,WN,3592,135,37.0,PIT,MCO,834,1.0
1539,2020,1,3,4,634.0,635,720,WN,478,105,-1.0,PIT,MDW,402,0.0
1540,2020,1,3,4,1833.0,1755,1830,WN,490,95,38.0,PIT,MDW,402,1.0
1541,2020,1,3,4,1429.0,1410,1435,WN,921,85,19.0,PIT,MDW,402,1.0
1542,2020,1,3,4,1221.0,1205,1235,WN,2361,90,16.0,PIT,MDW,402,1.0
1543,2020,1,3,4,2117.0,2035,2105,WN,3336,90,42.0,PIT,MDW,402,1.0
1544,2020,1,3,4,909.0,900,935,WN,3501,95,9.0,PIT,MDW,402,0.0
1545,2020,1,3,4,1549.0,1455,1610,WN,374,75,54.0,PIT,PHL,267,1.0
1546,2020,1,3,4,1850.0,1815,1950,WN,548,95,35.0,PIT,PHL,267,1.0
1547,2020,1,3,4,2046.0,2055,2215,WN,575,80,-9.0,PIT,PHL,267,0.0
1548,2020,1,3,4,1304.0,1245,1355,WN,1236,70,19.0,PIT,PHL,267,1.0
1549,2020,1,3,4,626.0,630,740,WN,1683,70,-4.0,PIT,PHL,267,0.0
1550,2020,1,3,4,756.0,755,905,WN,2724,70,1.0,PIT,PHL,267,0.0
1551,2020,1,3,4,1057.0,1055,1205,WN,2964,70,2.0,PIT,PHL,267,0.0
1552,2020,1,3,4,1358.0,1325,1615,WN,458,290,33.0,PIT,PHX,1813,1.0
1553,2020,1,3,4,1532.0,1500,1735,WN,107,155,32.0,PIT,TPA,873,1.0
1554,2020,1,3,4,1040.0,1015,1200,WN,1151,165,25.0,PVD,BNA,907,1.0
1555,2020,1,3,4,812.0,815,935,WN,354,80,-3.0,PVD,BWI,328,0.0
1556,2020,1,3,4,1646.0,1630,1750,WN,421,80,16.0,PVD,BWI,328,1.0
1557,2020,1,3,4,1118.0,1105,1220,WN,983,75,13.0,PVD,BWI,328,0.0
1558,2020,1,3,4,1747.0,1730,1850,WN,1062,80,17.0,PVD,BWI,328,1.0
1559,2020,1,3,4,1957.0,1925,2045,WN,1154,80,32.0,PVD,BWI,328,1.0
1560,2020,1,3,4,1308.0,1300,1415,WN,1161,75,8.0,PVD,BWI,328,0.0
1561,2020,1,3,4,648.0,635,755,WN,2031,80,13.0,PVD,BWI,328,0.0
1562,2020,1,3,4,1824.0,1815,1935,WN,2034,80,9.0,PVD,BWI,328,0.0
1563,2020,1,3,4,927.0,925,1040,WN,2442,75,2.0,PVD,BWI,328,0.0
1564,2020,1,3,4,717.0,715,835,WN,2640,80,2.0,PVD,BWI,328,0.0
1565,2020,1,3,4,1519.0,1455,1610,WN,2795,75,24.0,PVD,BWI,328,1.0
1566,2020,1,3,4,2057.0,2100,2215,WN,3918,75,-3.0,PVD,BWI,328,0.0
1567,2020,1,3,4,801.0,740,1110,WN,2988,210,21.0,PVD,FLL,1188,1.0
1568,2020,1,3,4,747.0,730,1040,WN,3423,370,17.0,PVD,LAS,2363,1.0
1569,2020,1,3,4,1255.0,1230,1540,WN,186,190,25.0,PVD,MCO,1073,1.0
1570,2020,1,3,4,801.0,720,1030,WN,499,190,41.0,PVD,MCO,1073,1.0
1571,2020,1,3,4,1711.0,1705,2010,WN,1030,185,6.0,PVD,MCO,1073,0.0
1572,2020,1,3,4,956.0,945,1250,WN,2368,185,11.0,PVD,MCO,1073,0.0
1573,2020,1,3,4,2042.0,2030,2330,WN,2451,180,12.0,PVD,MCO,1073,0.0
1574,2020,1,3,4,1613.0,1545,1850,WN,3134,185,28.0,PVD,MCO,1073,1.0
1575,2020,1,3,4,644.0,630,810,WN,118,160,14.0,PVD,MDW,842,0.0
1576,2020,1,3,4,1054.0,1030,1210,WN,299,160,24.0,PVD,MDW,842,1.0
1577,2020,1,3,4,1933.0,1925,2105,WN,393,160,8.0,PVD,MDW,842,0.0
1578,2020,1,3,4,1503.0,1455,1635,WN,3841,160,8.0,PVD,MDW,842,0.0
1579,2020,1,3,4,833.0,825,940,WN,723,75,8.0,PVD,PHL,238,0.0
1580,2020,1,3,4,1126.0,1130,1245,WN,1319,75,-4.0,PVD,PHL,238,0.0
1581,2020,1,3,4,1435.0,1340,1500,WN,1338,80,55.0,PVD,PHL,238,1.0
1582,2020,1,3,4,1617.0,1540,1710,WN,1410,90,37.0,PVD,PHL,238,1.0
1583,2020,1,3,4,2021.0,2005,2125,WN,2731,80,16.0,PVD,PHL,238,1.0
1584,2020,1,3,4,1636.0,1610,2005,WN,3061,355,26.0,PVD,PHX,2277,1.0
1585,2020,1,3,4,705.0,655,1010,WN,77,195,10.0,PVD,TPA,1137,0.0
1586,2020,1,3,4,1358.0,1335,1650,WN,3405,195,23.0,PVD,TPA,1137,1.0
1587,2020,1,3,4,1901.0,1855,2210,WN,3580,195,6.0,PVD,TPA,1137,0.0
1588,2020,1,3,4,2056.0,2020,2055,WN,312,95,36.0,RDU,BNA,443,1.0
1589,2020,1,3,4,825.0,825,900,WN,341,95,0.0,RDU,BNA,443,0.0
1590,2020,1,3,4,617.0,615,650,WN,1597,95,2.0,RDU,BNA,443,0.0
1591,2020,1,3,4,1324.0,1315,1350,WN,2463,95,9.0,RDU,BNA,443,0.0
1592,2020,1,3,4,1805.0,1745,1820,WN,2821,95,20.0,RDU,BNA,443,1.0
1593,2020,1,3,4,2106.0,2105,2200,WN,85,55,1.0,RDU,BWI,255,0.0
1594,2020,1,3,4,1739.0,1645,1745,WN,269,60,54.0,RDU,BWI,255,1.0
1595,2020,1,3,4,630.0,635,730,WN,640,55,-5.0,RDU,BWI,255,0.0
1596,2020,1,3,4,1536.0,1520,1620,WN,1516,60,16.0,RDU,BWI,255,1.0
1597,2020,1,3,4,1208.0,1200,1255,WN,2621,55,8.0,RDU,BWI,255,0.0
1598,2020,1,3,4,904.0,900,1000,WN,3569,60,4.0,RDU,BWI,255,0.0
1599,2020,1,3,4,1726.0,1725,1940,WN,563,315,1.0,RDU,LAS,2027,0.0
1600,2020,1,3,4,714.0,715,930,WN,1945,315,-1.0,RDU,LAS,2027,0.0
1601,2020,1,3,4,827.0,830,1015,WN,430,105,-3.0,RDU,MCO,534,0.0
1602,2020,1,3,4,1313.0,1255,1440,WN,1414,105,18.0,RDU,MCO,534,1.0
1603,2020,1,3,4,1858.0,1835,2020,WN,3046,105,23.0,RDU,MCO,534,1.0
1604,2020,1,3,4,1115.0,1050,1230,WN,3499,100,25.0,RDU,MCO,534,1.0
1605,2020,1,3,4,1613.0,1615,1720,WN,166,125,-2.0,RDU,MDW,632,0.0
1606,2020,1,3,4,717.0,715,820,WN,407,125,2.0,RDU,MDW,632,0.0
1607,2020,1,3,4,1907.0,1835,1940,WN,1076,125,32.0,RDU,MDW,632,1.0
1608,2020,1,3,4,955.0,940,1045,WN,1402,125,15.0,RDU,MDW,632,0.0
1609,2020,1,3,4,1136.0,1130,1245,WN,144,75,6.0,RDU,PHL,336,0.0
1610,2020,1,3,4,1343.0,1325,1440,WN,201,75,18.0,RDU,PHL,336,1.0
1611,2020,1,3,4,908.0,905,1020,WN,334,75,3.0,RDU,PHL,336,0.0
1612,2020,1,3,4,2111.0,2040,2155,WN,882,75,31.0,RDU,PHL,336,1.0
1613,2020,1,3,4,1727.0,1700,1825,WN,1502,85,27.0,RDU,PHL,336,1.0
1614,2020,1,3,4,655.0,700,815,WN,2206,75,-5.0,RDU,PHL,336,0.0
1615,2020,1,3,4,1024.0,1015,1320,WN,221,305,9.0,RDU,PHX,1891,0.0
1616,2020,1,3,4,1027.0,1025,1220,WN,2293,115,2.0,RDU,TPA,587,0.0
1617,2020,1,3,4,1929.0,1910,2100,WN,2634,110,19.0,RDU,TPA,587,1.0
1618,2020,1,3,4,728.0,625,820,WN,3266,115,63.0,RDU,TPA,587,1.0
1619,2020,1,3,4,1856.0,1815,2020,WN,239,65,41.0,RNO,BOI,335,1.0
1620,2020,1,3,4,756.0,800,1005,WN,2538,65,-4.0,RNO,BOI,335,0.0
1621,2020,1,3,4,1501.0,1410,1615,WN,3589,65,51.0,RNO,BOI,335,1.0
1622,2020,1,3,4,1302.0,1255,1410,WN,120,75,7.0,RNO,LAS,345,0.0
1623,2020,1,3,4,1130.0,1115,1225,WN,380,70,15.0,RNO,LAS,345,0.0
1624,2020,1,3,4,1615.0,1545,1655,WN,637,70,30.0,RNO,LAS,345,1.0
1625,2020,1,3,4,1938.0,1910,2020,WN,708,70,28.0,RNO,LAS,345,1.0
1626,2020,1,3,4,2230.0,2150,2300,WN,1017,70,40.0,RNO,LAS,345,1.0
1627,2020,1,3,4,1348.0,1340,1455,WN,1027,75,8.0,RNO,LAS,345,0.0
1628,2020,1,3,4,1859.0,1725,1835,WN,1072,70,94.0,RNO,LAS,345,1.0
1629,2020,1,3,4,2029.0,1940,2050,WN,1403,70,49.0,RNO,LAS,345,1.0
1630,2020,1,3,4,1045.0,1030,1140,WN,2018,70,15.0,RNO,LAS,345,0.0
1631,2020,1,3,4,904.0,855,1005,WN,2113,70,9.0,RNO,LAS,345,0.0
1632,2020,1,3,4,611.0,610,725,WN,3250,75,1.0,RNO,LAS,345,0.0
1633,2020,1,3,4,1509.0,1445,1555,WN,3517,70,24.0,RNO,LAS,345,1.0
1634,2020,1,3,4,733.0,730,845,WN,3598,75,3.0,RNO,LAS,345,0.0
1635,2020,1,3,4,1140.0,1120,1240,WN,397,80,20.0,RNO,LAX,390,1.0
1636,2020,1,3,4,1927.0,1855,2020,WN,520,85,32.0,RNO,LAX,390,1.0
1637,2020,1,3,4,707.0,705,825,WN,2554,80,2.0,RNO,LAX,390,0.0
1638,2020,1,3,4,1056.0,1050,1640,WN,324,230,6.0,RNO,MDW,1680,0.0
1639,2020,1,3,4,1106.0,1015,1110,WN,891,55,51.0,RNO,OAK,180,1.0
1640,2020,1,3,4,1235.0,1210,1305,WN,2719,55,25.0,RNO,OAK,180,1.0
1641,2020,1,3,4,1910.0,1805,1900,WN,2732,55,65.0,RNO,OAK,180,1.0
1642,2020,1,3,4,644.0,640,740,WN,3772,60,4.0,RNO,OAK,180,0.0
1643,2020,1,3,4,1128.0,1125,1255,WN,530,90,3.0,RNO,PDX,444,0.0
1644,2020,1,3,4,2037.0,1955,2125,WN,1511,90,42.0,RNO,PDX,444,1.0
1645,2020,1,3,4,1611.0,1545,1715,WN,2360,90,26.0,RNO,PDX,444,1.0
1646,2020,1,3,4,627.0,630,800,WN,2902,90,-3.0,RNO,PDX,444,0.0
1647,2020,1,3,4,1813.0,1720,2000,WN,796,100,53.0,RNO,PHX,601,1.0
1648,2020,1,3,4,945.0,930,1210,WN,1006,100,15.0,RNO,PHX,601,0.0
1649,2020,1,3,4,1149.0,1135,1415,WN,1231,100,14.0,RNO,PHX,601,0.0
1650,2020,1,3,4,745.0,740,930,WN,1940,110,5.0,RNO,SAN,488,0.0
1651,2020,1,3,4,1646.0,1600,1750,WN,3513,110,46.0,RNO,SAN,488,1.0
1652,2020,1,3,4,702.0,700,850,WN,293,110,2.0,RNO,SEA,564,0.0
1653,2020,1,3,4,1603.0,1530,1720,WN,3835,110,33.0,RNO,SEA,564,1.0
1654,2020,1,3,4,2101.0,2035,2135,WN,298,60,26.0,RNO,SJC,188,1.0
1655,2020,1,3,4,850.0,850,950,WN,463,60,0.0,RNO,SJC,188,0.0
1656,2020,1,3,4,1221.0,1215,1315,WN,1002,60,6.0,RNO,SJC,188,0.0
1657,2020,1,3,4,1801.0,1710,1810,WN,1276,60,51.0,RNO,SJC,188,1.0
1658,2020,1,3,4,1311.0,1240,1500,WN,2969,80,31.0,RNO,SLC,422,1.0
1659,2020,1,3,4,1855.0,1825,2045,WN,1830,140,30.0,RSW,BWI,919,1.0
1660,2020,1,3,4,1134.0,1110,1330,WN,3047,140,24.0,RSW,BWI,919,1.0
1661,2020,1,3,4,1925.0,1910,2150,WN,3485,160,15.0,RSW,ISP,1101,0.0
1662,2020,1,3,4,620.0,620,705,WN,467,45,0.0,RSW,MCO,133,0.0
1663,2020,1,3,4,1445.0,1430,1520,WN,630,50,15.0,RSW,MCO,133,0.0
1664,2020,1,3,4,1627.0,1630,1720,WN,1305,50,-3.0,RSW,MCO,133,0.0
1665,2020,1,3,4,1021.0,1025,1115,WN,3754,50,-4.0,RSW,MCO,133,0.0
1666,2020,1,3,4,704.0,705,900,WN,902,175,-1.0,RSW,MDW,1105,0.0
1667,2020,1,3,4,1945.0,1945,2140,WN,1169,175,0.0,RSW,MDW,1105,0.0
1668,2020,1,3,4,1554.0,1340,1535,WN,3587,175,134.0,RSW,MDW,1105,1.0
1669,2020,1,3,4,1223.0,1220,1505,WN,3660,165,3.0,RSW,PHL,992,0.0
1670,2020,1,3,4,1424.0,1345,1625,WN,294,100,39.0,SAN,ABQ,628,1.0
1671,2020,1,3,4,2009.0,1930,2210,WN,1255,100,39.0,SAN,ABQ,628,1.0
1672,2020,1,3,4,951.0,955,1240,WN,1940,105,-4.0,SAN,ABQ,628,0.0
1673,2020,1,3,4,811.0,810,1250,WN,297,160,1.0,SAN,AUS,1164,0.0
1674,2020,1,3,4,1557.0,1525,2005,WN,2529,160,32.0,SAN,AUS,1164,1.0
1675,2020,1,3,4,1502.0,1435,2015,WN,179,220,27.0,SAN,BNA,1751,1.0
1676,2020,1,3,4,928.0,930,1510,WN,764,220,-2.0,SAN,BNA,1751,0.0
1677,2020,1,3,4,714.0,715,1505,WN,257,290,-1.0,SAN,BWI,2295,0.0
1678,2020,1,3,4,1232.0,1225,2010,WN,505,285,7.0,SAN,BWI,2295,0.0
1679,2020,1,3,4,1425.0,1305,1545,WN,1156,100,80.0,SAN,ELP,636,1.0
1680,2020,1,3,4,812.0,805,1300,WN,588,175,7.0,SAN,HOU,1312,0.0
1681,2020,1,3,4,733.0,735,845,WN,71,70,-2.0,SAN,LAS,258,0.0
1682,2020,1,3,4,1609.0,1520,1630,WN,156,70,49.0,SAN,LAS,258,1.0
1683,2020,1,3,4,919.0,920,1030,WN,161,70,-1.0,SAN,LAS,258,0.0
1684,2020,1,3,4,1036.0,1025,1135,WN,213,70,11.0,SAN,LAS,258,0.0
1685,2020,1,3,4,636.0,635,750,WN,249,75,1.0,SAN,LAS,258,0.0
1686,2020,1,3,4,1904.0,1725,1835,WN,415,70,99.0,SAN,LAS,258,1.0
1687,2020,1,3,4,1356.0,1355,1505,WN,709,70,1.0,SAN,LAS,258,0.0
1688,2020,1,3,4,1630.0,1555,1705,WN,719,70,35.0,SAN,LAS,258,1.0
1689,2020,1,3,4,1818.0,1800,1910,WN,802,70,18.0,SAN,LAS,258,1.0
1690,2020,1,3,4,2035.0,2030,2140,WN,1341,70,5.0,SAN,LAS,258,0.0
1691,2020,1,3,4,2008.0,1900,2010,WN,2273,70,68.0,SAN,LAS,258,1.0
1692,2020,1,3,4,1803.0,1640,1750,WN,2450,70,83.0,SAN,LAS,258,1.0
1693,2020,1,3,4,2220.0,2120,2230,WN,2816,70,60.0,SAN,LAS,258,1.0
1694,2020,1,3,4,1211.0,1200,1315,WN,3835,75,11.0,SAN,LAS,258,0.0
1695,2020,1,3,4,1008.0,915,1420,WN,283,185,53.0,SAN,MCI,1333,1.0
1696,2020,1,3,4,1917.0,1835,2335,WN,318,180,42.0,SAN,MCI,1333,1.0
1697,2020,1,3,4,1037.0,1030,1620,WN,378,230,7.0,SAN,MDW,1728,0.0
1698,2020,1,3,4,700.0,655,1250,WN,568,235,5.0,SAN,MDW,1728,0.0
1699,2020,1,3,4,2004.0,1855,40,WN,3065,225,69.0,SAN,MDW,1728,1.0
1700,2020,1,3,4,1256.0,1250,1845,WN,3510,235,6.0,SAN,MDW,1728,0.0
1701,2020,1,3,4,1900.0,1610,2200,WN,3662,230,170.0,SAN,MDW,1728,1.0
1702,2020,1,3,4,1406.0,1330,1455,WN,78,85,36.0,SAN,OAK,446,1.0
1703,2020,1,3,4,1120.0,1120,1250,WN,493,90,0.0,SAN,OAK,446,0.0
1704,2020,1,3,4,2015.0,1925,2055,WN,644,90,50.0,SAN,OAK,446,1.0
1705,2020,1,3,4,1719.0,1705,1835,WN,687,90,14.0,SAN,OAK,446,0.0
1706,2020,1,3,4,836.0,815,945,WN,783,90,21.0,SAN,OAK,446,1.0
1708,2020,1,3,4,1528.0,1505,1630,WN,1071,85,23.0,SAN,OAK,446,1.0
1709,2020,1,3,4,1446.0,1430,1555,WN,1112,85,16.0,SAN,OAK,446,1.0
1710,2020,1,3,4,630.0,630,805,WN,1163,95,0.0,SAN,OAK,446,0.0
1711,2020,1,3,4,2043.0,2030,2200,WN,1172,90,13.0,SAN,OAK,446,0.0
1712,2020,1,3,4,1546.0,1540,1705,WN,1179,85,6.0,SAN,OAK,446,0.0
1714,2020,1,3,4,953.0,925,1055,WN,1599,90,28.0,SAN,OAK,446,1.0
1716,2020,1,3,4,1846.0,1810,1940,WN,2971,90,36.0,SAN,OAK,446,1.0
1717,2020,1,3,4,1052.0,1050,1220,WN,3502,90,2.0,SAN,OAK,446,0.0
1718,2020,1,3,4,851.0,845,1015,WN,3503,90,6.0,SAN,OAK,446,0.0
1719,2020,1,3,4,1223.0,1200,1330,WN,3679,90,23.0,SAN,OAK,446,1.0
1720,2020,1,3,4,1956.0,1945,2155,WN,114,70,11.0,SAN,PHX,304,0.0
1721,2020,1,3,4,1417.0,1235,1445,WN,316,70,102.0,SAN,PHX,304,1.0
1722,2020,1,3,4,639.0,640,850,WN,327,70,-1.0,SAN,PHX,304,0.0
1723,2020,1,3,4,1005.0,1005,1215,WN,342,70,0.0,SAN,PHX,304,0.0
1724,2020,1,3,4,1633.0,1610,1820,WN,410,70,23.0,SAN,PHX,304,1.0
1725,2020,1,3,4,825.0,820,1030,WN,414,70,5.0,SAN,PHX,304,0.0
1726,2020,1,3,4,709.0,710,915,WN,496,65,-1.0,SAN,PHX,304,0.0
1727,2020,1,3,4,2151.0,2140,2345,WN,943,65,11.0,SAN,PHX,304,0.0
1728,2020,1,3,4,1208.0,1145,1355,WN,1022,70,23.0,SAN,PHX,304,1.0
1729,2020,1,3,4,1509.0,1415,1625,WN,1684,70,54.0,SAN,PHX,304,1.0
1731,2020,1,3,4,1917.0,1720,1935,WN,2268,75,117.0,SAN,PHX,304,1.0
1732,2020,1,3,4,1124.0,1105,1315,WN,2703,70,19.0,SAN,PHX,304,1.0
1733,2020,1,3,4,1827.0,1800,2010,WN,3669,70,27.0,SAN,PHX,304,1.0
1734,2020,1,3,4,933.0,925,1105,WN,530,100,8.0,SAN,RNO,488,0.0
1735,2020,1,3,4,1901.0,1755,1935,WN,1511,100,66.0,SAN,RNO,488,1.0
1736,2020,1,3,4,1104.0,1105,1540,WN,832,155,-1.0,SAN,SAT,1129,0.0
1737,2020,1,3,4,1716.0,1440,1620,WN,123,100,156.0,SAN,SFO,447,1.0
1738,2020,1,3,4,2202.0,2110,2250,WN,381,100,52.0,SAN,SFO,447,1.0
1739,2020,1,3,4,1839.0,1720,1900,WN,458,100,79.0,SAN,SFO,447,1.0
1740,2020,1,3,4,1319.0,1230,1410,WN,585,100,49.0,SAN,SFO,447,1.0
1741,2020,1,3,4,1043.0,1015,1155,WN,1597,100,28.0,SAN,SFO,447,1.0
1742,2020,1,3,4,1029.0,835,1015,WN,1855,100,114.0,SAN,SFO,447,1.0
1743,2020,1,3,4,639.0,640,820,WN,3077,100,-1.0,SAN,SFO,447,0.0
1744,2020,1,3,4,2106.0,1910,2050,WN,3839,100,116.0,SAN,SFO,447,1.0
1745,2020,1,3,4,952.0,950,1110,WN,67,80,2.0,SAN,SJC,417,0.0
1746,2020,1,3,4,740.0,740,900,WN,324,80,0.0,SAN,SJC,417,0.0
1747,2020,1,3,4,1438.0,1430,1550,WN,392,80,8.0,SAN,SJC,417,0.0
1748,2020,1,3,4,1201.0,1110,1235,WN,635,85,51.0,SAN,SJC,417,1.0
1749,2020,1,3,4,1757.0,1730,1850,WN,1188,80,27.0,SAN,SJC,417,1.0
1750,2020,1,3,4,1912.0,1855,2015,WN,1209,80,17.0,SAN,SJC,417,1.0
1751,2020,1,3,4,2212.0,2105,2225,WN,1482,80,67.0,SAN,SJC,417,1.0
1752,2020,1,3,4,1848.0,1650,1810,WN,1600,80,118.0,SAN,SJC,417,1.0
1753,2020,1,3,4,1321.0,1305,1425,WN,2965,80,16.0,SAN,SJC,417,1.0
1754,2020,1,3,4,642.0,645,810,WN,3338,85,-3.0,SAN,SJC,417,0.0
1755,2020,1,3,4,807.0,800,935,WN,66,95,7.0,SAN,SMF,480,0.0
1756,2020,1,3,4,1244.0,1230,1405,WN,72,95,14.0,SAN,SMF,480,0.0
1757,2020,1,3,4,1343.0,1340,1515,WN,137,95,3.0,SAN,SMF,480,0.0
1758,2020,1,3,4,1710.0,1710,1840,WN,176,90,0.0,SAN,SMF,480,0.0
1759,2020,1,3,4,1624.0,1530,1700,WN,299,90,54.0,SAN,SMF,480,1.0
1760,2020,1,3,4,1636.0,1620,1750,WN,372,90,16.0,SAN,SMF,480,1.0
1761,2020,1,3,4,2059.0,1930,2105,WN,574,95,89.0,SAN,SMF,480,1.0
1762,2020,1,3,4,1136.0,1115,1250,WN,1010,95,21.0,SAN,SMF,480,1.0
1763,2020,1,3,4,922.0,915,1050,WN,1069,95,7.0,SAN,SMF,480,0.0
1764,2020,1,3,4,2238.0,2150,2320,WN,1320,90,48.0,SAN,SMF,480,1.0
1765,2020,1,3,4,629.0,630,810,WN,1859,100,-1.0,SAN,SMF,480,0.0
1766,2020,1,3,4,1010.0,1000,1135,WN,2298,95,10.0,SAN,SMF,480,0.0
1767,2020,1,3,4,1844.0,1815,1950,WN,3600,95,29.0,SAN,SMF,480,1.0
1768,2020,1,3,4,2135.0,2045,2220,WN,3673,95,50.0,SAN,SMF,480,1.0
1769,2020,1,3,4,1240.0,1210,1420,WN,98,70,30.0,SAN,TUS,367,1.0
1770,2020,1,3,4,2114.0,2110,2320,WN,532,70,4.0,SAN,TUS,367,0.0
1771,2020,1,3,4,1537.0,1505,1715,WN,580,70,32.0,SAN,TUS,367,1.0
1772,2020,1,3,4,814.0,810,1020,WN,2992,70,4.0,SAN,TUS,367,0.0
1773,2020,1,3,4,1547.0,1540,1745,WN,2113,125,7.0,SAT,BNA,822,0.0
1774,2020,1,3,4,703.0,700,905,WN,3599,125,3.0,SAT,BNA,822,0.0
1775,2020,1,3,4,716.0,715,1120,WN,903,185,1.0,SAT,BWI,1407,0.0
1776,2020,1,3,4,1446.0,1435,1840,WN,3419,185,11.0,SAT,BWI,1407,0.0
